date,revenue,cogs,gross_profit,gross_margin_pct,day_of_week,is_weekend,month,day_of_year,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source,revenue_ma7,revenue_ma30
2018-06-10,6333777.67,5115963.75,1217813.92,19.23,6,1,6,161,40800.0,31690.0,187618.0,0.00409,166.0,paid_search,5698374.25,9046053.53
2018-06-11,7812992.68,6338472.32,1474520.36,18.87,0,0,6,162,32986.0,24599.0,150352.0,0.00399,281.6,organic_search,6189790.57,9113732.65
2018-06-12,8959000.0,7232971.98,1726028.02,19.27,1,0,6,163,36251.0,28989.0,164285.0,0.00491,262.6,organic_search,6678527.49,9215601.37
2018-06-13,9047626.88,7216006.11,1831620.77,20.24,2,0,6,164,32938.0,23239.0,117179.0,0.00524,272.6,referral,7079795.03,9283058.48
2018-06-14,6994969.99,5361729.98,1633240.01,23.35,3,0,6,165,34917.0,27025.0,139828.0,0.00531,252.9,referral,7432863.05,9223231.74
2018-06-15,7278400.85,5850026.61,1428374.24,19.62,4,0,6,166,39046.0,31002.0,166369.0,0.00323,267.5,paid_search,7635024.42,9152570.72
2018-06-16,9653316.6,7581593.64,2071722.96,21.46,5,1,6,167,31765.0,23429.0,127180.0,0.00348,261.0,email_campaign,8011440.67,9147123.2
2018-06-17,8270248.42,6473926.23,1796322.19,21.72,6,1,6,168,33962.0,26621.0,114192.0,0.00572,202.2,paid_search,8288079.35,9178200.0
2018-06-18,9578590.6,7481623.41,2096967.19,21.89,0,0,6,169,41049.0,31882.0,179211.0,0.00388,123.6,email_campaign,8540307.62,9266631.68
2018-06-19,10591854.27,8526409.74,2065444.53,19.5,1,0,6,170,37705.0,28117.0,162384.0,0.00402,208.6,referral,8773572.52,9331227.08
2018-06-20,10442554.6,8340504.64,2102049.96,20.13,2,0,6,171,34798.0,28382.0,133347.0,0.00499,276.5,paid_search,8972847.9,9471251.93
2018-06-21,7960357.2,6345143.3,1615213.9,20.29,3,0,6,172,36911.0,29597.0,164959.0,0.00508,125.0,direct,9110760.36,9475026.44
2018-06-22,7890035.7,6262366.78,1627668.92,20.63,4,0,6,173,36318.0,26821.0,177512.0,0.00408,206.2,organic_search,9198136.77,9345394.13
2018-06-23,7919846.87,6623002.69,1296844.18,16.37,5,1,6,174,41607.0,31405.0,181887.0,0.0047,121.5,organic_search,8950498.24,9308375.77
2018-06-24,7114017.67,6244799.31,869218.36,12.22,6,1,6,175,38453.0,28066.0,202524.0,0.00394,129.4,paid_search,8785322.42,9328896.39
2018-06-25,8744485.32,8162955.36,581529.96,6.65,0,0,6,176,41673.0,31372.0,216679.0,0.00422,162.1,email_campaign,8666164.52,9433689.98
2018-06-26,10888893.34,10123784.8,765108.54,7.03,1,0,6,177,36493.0,25827.0,143130.0,0.00495,238.7,organic_search,8708598.67,9582879.8
2018-06-27,11081146.52,10874461.91,206684.61,1.87,2,0,6,178,40418.0,30516.0,190692.0,0.00564,124.2,organic_search,8799826.09,9704298.91
2018-06-28,8513932.2,8332592.17,181340.03,2.13,3,0,6,179,34949.0,26799.0,138918.0,0.00431,122.3,email_campaign,8878908.23,9646002.7
2018-06-29,12484085.14,11945221.58,538863.56,4.32,4,0,6,180,40113.0,28258.0,181229.0,0.00397,102.1,social_media,9535201.01,9365296.5
2018-06-30,10005221.27,9784802.48,220418.79,2.2,5,1,6,181,37244.0,26665.0,131397.0,0.00404,239.2,organic_search,9833111.64,9055805.74
2018-07-01,8830377.17,8529895.83,300481.34,3.4,6,1,7,182,27410.0,20843.0,103997.0,0.00477,114.8,organic_search,10078305.85,8708646.12
2018-07-02,8070014.23,7743177.14,326837.09,4.05,0,0,7,183,30348.0,22779.0,162176.0,0.00361,304.3,social_media,9981952.84,8393342.98
2018-07-03,9033060.75,8644208.55,388852.2,4.3,1,0,7,184,28774.0,21475.0,109317.0,0.00363,161.3,social_media,9716833.9,8235121.6
2018-07-04,2096565.2,2027736.06,68829.14,3.28,2,0,7,185,28097.0,21531.0,130464.0,0.00503,264.2,email_campaign,8433322.28,8159237.83
2018-07-05,2944993.36,2822619.07,122374.29,4.16,3,0,7,186,28366.0,22351.0,105387.0,0.00378,128.8,email_campaign,7637759.59,8072809.55
2018-07-06,2036989.14,2040145.8,-3156.66,-0.15,4,0,7,187,29007.0,21919.0,141788.0,0.00466,187.6,organic_search,6145317.3,7932750.72
2018-07-07,3253556.07,3156576.31,96979.76,2.98,5,1,7,188,29236.0,22150.0,105103.0,0.00333,300.4,organic_search,5180793.7,7890419.46
2018-07-08,2752144.2,2725199.41,26944.79,0.98,6,1,7,189,30925.0,23904.0,121874.0,0.00519,186.3,direct,4312474.71,7786715.23
2018-07-09,4430764.61,4215804.43,214960.18,4.85,0,0,7,190,25089.0,18234.0,99948.0,0.00373,268.0,organic_search,3792581.9,7700460.62
2018-07-10,5201122.72,4881351.11,319771.61,6.15,1,0,7,191,27959.0,20801.0,142277.0,0.00552,302.2,email_campaign,3245162.19,7662705.45
2018-07-11,6502831.07,6236313.66,266517.41,4.1,2,0,7,192,28821.0,23357.0,125619.0,0.00405,297.7,social_media,3874628.74,7619033.4
2018-07-12,6228668.47,6094439.16,134229.31,2.16,3,0,7,193,27924.0,22230.0,145185.0,0.00371,180.4,referral,4343725.18,7528022.35
2018-07-13,4250921.4,4213700.8,37220.6,0.88,4,0,7,194,29480.0,22174.0,149528.0,0.00533,243.7,organic_search,4660001.22,7368132.17
2018-07-14,4868504.46,4786402.77,82101.69,1.69,5,1,7,195,25762.0,19665.0,103669.0,0.0055,115.4,direct,4890708.13,7297249.98
2018-07-15,5393026.83,5249791.03,143235.8,2.66,6,1,7,196,26495.0,20800.0,137434.0,0.0051,111.8,organic_search,5267977.08,7234404.18
2018-07-16,4994805.9,4716050.05,278755.85,5.58,0,0,7,197,25962.0,20845.0,116096.0,0.00323,190.7,organic_search,5348554.41,7079120.49
2018-07-17,5712604.18,5386803.9,325800.28,5.7,1,0,7,198,29693.0,23265.0,157213.0,0.00475,259.6,referral,5421623.19,6993865.68
2018-07-18,7639039.23,7484190.04,154849.19,2.03,2,0,7,199,29851.0,23324.0,133543.0,0.00335,313.5,direct,5583938.64,6929213.97
2018-07-19,6252432.84,5912775.72,339657.12,5.43,3,0,7,200,30288.0,21242.0,113696.0,0.00532,157.2,organic_search,5587333.55,6784566.59
2018-07-20,5761282.54,5222554.73,538727.81,9.35,4,0,7,201,26713.0,18765.0,109158.0,0.00342,294.8,email_campaign,5803099.43,6628524.19
2018-07-21,4939690.9,4320031.79,619659.11,12.54,5,1,7,202,29476.0,23535.0,120740.0,0.00465,218.8,organic_search,5813268.92,6527835.31
2018-07-22,5641320.53,4834937.23,806383.3,14.29,6,1,7,203,27433.0,20277.0,105875.0,0.00574,274.8,organic_search,5848739.45,6452878.14
2018-07-23,6121614.15,4864263.18,1257350.97,20.54,0,0,7,204,27239.0,21660.0,112878.0,0.00548,254.1,paid_search,6009712.05,6392937.05
2018-07-24,6821739.77,5344675.82,1477063.95,21.65,1,0,7,205,30476.0,23773.0,162322.0,0.00486,172.7,social_media,6168159.99,6383194.45
2018-07-25,7944998.65,6241710.94,1703287.71,21.44,2,0,7,206,34882.0,25462.0,165909.0,0.0047,234.9,organic_search,6211868.48,6356544.89
2018-07-26,6463508.32,5212368.25,1251140.07,19.36,3,0,7,207,31947.0,26072.0,140584.0,0.00349,182.6,email_campaign,6242022.12,6209032.06
2018-07-27,5162979.4,4110689.88,1052289.52,20.38,4,0,7,208,28280.0,20923.0,151389.0,0.00559,153.0,paid_search,6156550.25,6011759.82
2018-07-28,6313222.5,5068784.77,1244437.73,19.71,5,1,7,209,25680.0,18188.0,124380.0,0.00562,253.1,email_campaign,6352769.05,5938402.83
2018-07-29,6597216.94,5284529.74,1312687.2,19.9,6,1,7,210,27643.0,19432.0,122643.0,0.0037,288.8,organic_search,6489325.68,5742173.89
2018-07-30,7314460.76,5725898.93,1588561.83,21.72,0,0,7,211,31131.0,22315.0,112726.0,0.00322,298.1,email_campaign,6659732.33,5652481.88
2018-07-31,12496367.04,9909115.53,2587251.51,20.7,1,0,7,212,27391.0,20528.0,142951.0,0.00466,165.5,paid_search,7470393.37,5774681.54
2018-08-01,13786351.91,10884999.4,2901352.51,21.05,2,0,8,213,34337.0,26084.0,135710.0,0.00479,204.2,organic_search,8304872.41,5965226.13
2018-08-02,10106943.25,7999614.76,2107328.49,20.85,3,0,8,214,32655.0,26106.0,143131.0,0.00382,196.8,email_campaign,8825363.11,6001022.21
2018-08-03,9026931.62,7058116.81,1968814.81,21.81,4,0,8,215,29494.0,21206.0,126311.0,0.00477,285.2,paid_search,9377356.29,6232034.43
2018-08-04,6859151.1,5490125.8,1369025.3,19.96,5,1,8,216,30114.0,22002.0,110771.0,0.00475,122.8,direct,9455346.09,6362506.35
2018-08-05,3117800.12,2491453.39,626346.73,20.09,6,1,8,217,32477.0,26417.0,177486.0,0.00379,278.5,organic_search,8958286.54,6398533.38
2018-08-06,3924563.55,3048117.59,876445.96,22.33,0,0,8,218,39013.0,30452.0,180333.0,0.00376,106.6,direct,8474015.51,6420900.3
2018-08-07,4212970.63,3334965.62,878005.01,20.84,1,0,8,219,32519.0,25917.0,106275.0,0.0043,210.1,organic_search,7290673.17,6469594.51
2018-08-08,4647118.76,3610702.93,1036415.83,22.3,2,0,8,220,29424.0,23086.0,100598.0,0.00455,279.9,paid_search,5985068.43,6476806.32
2018-08-09,4946125.63,3977801.47,968324.16,19.58,3,0,8,221,31580.0,23104.0,172112.0,0.00558,201.3,email_campaign,5247808.77,6468306.42
2018-08-10,3705554.89,2859379.41,846175.48,22.84,4,0,8,222,33078.0,25094.0,169398.0,0.00469,255.2,paid_search,4487612.1,6375063.88
2018-08-11,4591065.72,3598807.89,992257.83,21.61,5,1,8,223,31058.0,21892.0,149625.0,0.00441,111.7,direct,4163599.9,6320477.12
2018-08-12,4030885.81,3179458.32,851427.49,21.12,6,1,8,224,26034.0,19446.0,140718.0,0.00401,144.7,direct,4294040.71,6313142.6
2018-08-13,4244815.28,3284829.91,959985.37,22.62,0,0,8,225,30743.0,22138.0,144336.0,0.00428,275.2,paid_search,4339790.96,6292352.96
2018-08-14,6041631.13,4766947.5,1274683.63,21.1,1,0,8,226,30362.0,22819.0,153338.0,0.00427,187.6,social_media,4601028.17,6313973.1
2018-08-15,6058071.07,4807626.36,1250444.71,20.64,2,0,8,227,32052.0,23837.0,162434.0,0.00402,177.5,organic_search,4802592.79,6349415.27
2018-08-16,5333680.81,4015767.27,1317913.54,24.71,3,0,8,228,27297.0,19987.0,138459.0,0.00402,233.4,referral,4857957.82,6336784.5
2018-08-17,4314679.61,3455461.38,859218.23,19.91,4,0,8,229,31433.0,23332.0,161030.0,0.00496,226.4,social_media,4944975.63,6225972.51
2018-08-18,4960825.43,3902500.12,1058325.31,21.33,5,1,8,230,33012.0,23808.0,111264.0,0.0037,239.7,referral,4997798.45,6182918.93
2018-08-19,4978431.53,3847035.88,1131395.65,22.73,6,1,8,231,39488.0,31318.0,132972.0,0.0046,133.1,organic_search,5133162.12,6156823.89
2018-08-20,4896843.63,3837284.3,1059559.33,21.64,0,0,8,232,38268.0,28430.0,207495.0,0.00434,181.0,paid_search,5226309.03,6155395.65
2018-08-21,5971341.33,4692653.97,1278687.36,21.41,1,0,8,233,34313.0,25553.0,133424.0,0.00518,121.3,email_campaign,5216267.63,6166396.34
2018-08-22,7086185.79,5662221.43,1423964.36,20.09,2,0,8,234,32336.0,25361.0,165802.0,0.00376,123.9,email_campaign,5363141.16,6198548.73
2018-08-23,5392520.44,4260217.92,1132302.52,21.0,3,0,8,235,35869.0,27145.0,119929.0,0.00565,259.7,paid_search,5371546.82,6150908.09
2018-08-24,3329330.38,2630754.1,698576.28,20.98,4,0,8,236,36561.0,29845.0,129066.0,0.00576,118.8,organic_search,5230782.65,5997052.48
2018-08-25,4716376.41,3836954.01,879422.4,18.65,5,1,8,237,32544.0,25889.0,127834.0,0.00347,294.7,organic_search,5195861.36,5938814.75
2018-08-26,4717920.92,3744613.34,973307.58,20.63,6,1,8,238,31686.0,25282.0,144816.0,0.00576,237.8,direct,5158645.56,5923979.47
2018-08-27,6151109.31,4800826.49,1350282.82,21.95,0,0,8,239,34463.0,25911.0,179758.0,0.0032,189.9,paid_search,5337826.37,5918575.69
2018-08-28,12207075.48,9954369.46,2252706.02,18.45,1,0,8,240,33919.0,27739.0,133606.0,0.00453,117.2,direct,6228645.53,6105570.98
2018-08-29,10330752.34,8329694.93,2001057.41,19.37,2,0,8,241,37620.0,28926.0,122447.0,0.00356,105.2,paid_search,6692155.04,6206114.03
2018-08-30,10819458.93,8497693.47,2321765.46,21.46,3,0,8,242,30458.0,21439.0,158311.0,0.0054,184.2,paid_search,7467431.97,6150217.09
2018-08-31,9769233.6,7975907.3,1793326.3,18.36,4,0,8,243,33256.0,25137.0,154605.0,0.00453,175.4,organic_search,8387418.14,6016313.15
2018-09-01,8834290.53,7236711.56,1597578.97,18.08,5,1,9,244,21853.0,17413.0,85618.0,0.00487,147.4,organic_search,8975691.59,5973891.39
2018-09-02,2926208.13,2475973.31,450234.82,15.39,6,1,9,245,26234.0,21116.0,100063.0,0.00425,103.8,email_campaign,8719732.62,5770533.94
2018-09-03,3730127.97,3250956.11,479171.86,12.85,0,0,9,246,23328.0,16937.0,101305.0,0.00398,279.5,organic_search,8373878.14,5666233.17
2018-09-04,2895558.56,2566039.59,329518.97,11.38,1,0,9,247,20499.0,15360.0,107914.0,0.00526,287.4,social_media,7043661.44,5658825.12
2018-09-05,2683914.3,2352008.69,331905.61,12.37,2,0,9,248,25916.0,19961.0,99437.0,0.00321,315.0,paid_search,5951256.0,5617470.14
2018-09-06,2220736.04,1976596.92,244139.12,10.99,3,0,9,249,23575.0,17588.0,98789.0,0.0047,175.0,paid_search,4722867.02,5551062.33
2018-09-07,2737800.42,2305499.6,432300.82,15.79,4,0,9,250,24675.0,18579.0,111428.0,0.00538,318.4,social_media,3718376.56,5487418.38
2018-09-08,3138040.11,2844198.87,293841.24,9.36,5,1,9,251,21499.0,15749.0,93009.0,0.00556,285.5,social_media,2904626.5,5427148.86
2018-09-09,4428844.18,3809539.78,619304.4,13.98,6,1,9,252,24572.0,19429.0,126340.0,0.00483,165.2,referral,3119288.8,5451258.51
2018-09-10,3518686.76,3115017.21,403669.55,11.47,0,0,9,253,23077.0,16331.0,84070.0,0.00467,315.6,referral,3089082.91,5415512.54
2018-09-11,2737148.82,2457613.39,279535.43,10.21,1,0,9,254,22565.0,16306.0,114735.0,0.00572,100.7,email_campaign,3066452.95,5372387.97
2018-09-12,3907657.89,3473624.08,434033.81,11.11,2,0,9,255,22982.0,17271.0,81255.0,0.00384,220.7,organic_search,3241273.46,5361149.39
2018-09-13,3198359.98,2826009.39,372350.59,11.64,3,0,9,256,20905.0,15542.0,103260.0,0.0057,306.6,organic_search,3380934.02,5266373.69
2018-09-14,3759913.17,3409768.94,350144.23,9.31,4,0,9,257,22390.0,16009.0,91293.0,0.00441,240.7,direct,3526950.13,5189768.43
2018-09-15,3182906.62,2708850.83,474055.79,14.89,5,1,9,258,22602.0,16440.0,120105.0,0.00547,163.6,organic_search,3533359.63,5118075.95
2018-09-16,4513878.02,4134396.21,379481.81,8.41,6,1,9,259,20769.0,15024.0,107735.0,0.00474,300.6,email_campaign,3545507.32,5124715.9
2018-09-17,3684035.33,3185261.69,498773.64,13.54,0,0,9,260,22065.0,16173.0,117402.0,0.00557,191.4,social_media,3569128.55,5082156.23
2018-09-18,3511249.8,3093197.05,418052.75,11.91,1,0,9,261,21571.0,16801.0,113374.0,0.00455,174.5,organic_search,3679714.4,5033250.17
2018-09-19,3203671.41,2850137.86,353533.55,11.04,2,0,9,262,25224.0,19107.0,122166.0,0.00499,155.2,organic_search,3579144.9,4976811.1
2018-09-20,2967505.47,2634513.81,332991.66,11.22,3,0,9,263,25444.0,19205.0,132990.0,0.00518,184.4,social_media,3546165.69,4876683.24
2018-09-21,3391440.87,3055926.25,335514.62,9.89,4,0,9,264,26491.0,19068.0,135595.0,0.0042,265.6,social_media,3493526.79,4753525.07
2018-09-22,3067943.56,2653342.07,414601.49,13.51,5,1,9,265,24669.0,17919.0,86950.0,0.00407,279.4,paid_search,3477103.49,4676039.18
2018-09-23,4892505.92,4455722.87,436783.05,8.93,6,1,9,266,20624.0,14669.0,86285.0,0.00398,242.3,direct,3531193.19,4728145.03
2018-09-24,4916532.68,4394814.48,521718.2,10.61,0,0,9,267,20102.0,15393.0,101632.0,0.0036,228.8,social_media,3707264.24,4734816.9
2018-09-25,3834324.5,3363603.04,470721.46,12.28,1,0,9,268,24408.0,19735.0,107389.0,0.00503,155.4,social_media,3753417.77,4705363.69
2018-09-26,4727732.71,4050861.46,676871.25,14.32,2,0,9,269,24321.0,17845.0,96118.0,0.0057,148.0,paid_search,3971140.82,4657917.8
2018-09-27,5609192.49,4998150.71,611041.78,10.89,3,0,9,270,22241.0,17169.0,112579.0,0.00439,153.6,paid_search,4348524.68,4437988.37
2018-09-28,5221949.72,4643296.21,578653.51,11.08,4,0,9,271,20002.0,15966.0,77655.0,0.00488,140.3,direct,4610025.94,4267694.95
2018-09-29,5089871.44,4351327.13,738544.31,14.51,5,1,9,272,22427.0,17112.0,115587.0,0.00363,141.3,direct,4898872.78,4076708.7
2018-09-30,5437181.81,4591821.05,845360.76,15.55,6,1,9,273,23354.0,18129.0,116452.0,0.00334,298.0,paid_search,4976683.62,3932306.97
2018-10-01,4742181.64,4115311.14,626870.5,13.22,0,0,10,274,17446.0,13969.0,65445.0,0.00368,212.8,social_media,4951776.33,3795903.34
2018-10-02,1807247.84,1354070.12,453177.72,25.08,1,0,10,275,20271.0,15969.0,70112.0,0.00454,243.0,social_media,4662193.95,3758604.67
2018-10-03,1798411.4,1414782.3,383629.1,21.33,2,0,10,276,19658.0,15280.0,105418.0,0.00385,282.1,paid_search,4243719.48,3694214.12
2018-10-04,2726313.6,2140614.37,585699.23,21.48,3,0,10,277,18539.0,14197.0,96559.0,0.0041,301.5,paid_search,3831879.64,3688572.62
2018-10-05,2484898.47,1911895.45,573003.02,23.06,4,0,10,278,20697.0,16077.0,73261.0,0.0042,172.2,social_media,3440872.31,3681938.76
2018-10-06,2157385.6,1668290.7,489094.9,22.67,5,1,10,279,16653.0,12906.0,80971.0,0.00459,151.6,organic_search,3021945.77,3679827.07
2018-10-07,2767415.65,2075893.96,691521.69,24.99,6,1,10,280,17138.0,13053.0,57506.0,0.0047,117.9,email_campaign,2640550.6,3680814.25
2018-10-08,3075660.75,2408923.48,666737.27,21.68,0,0,10,281,19068.0,13677.0,65463.0,0.00561,170.3,social_media,2402476.19,3678734.94
2018-10-09,2768213.46,2199027.83,569185.63,20.56,1,0,10,282,19974.0,16002.0,90108.0,0.00525,192.4,direct,2539756.99,3623380.58
2018-10-10,1759060.3,1352309.05,406751.25,23.12,2,0,10,283,17449.0,12425.0,61769.0,0.00542,291.6,email_campaign,2534135.4,3564726.36
2018-10-11,2288675.28,1804152.97,484522.31,21.17,3,0,10,284,19030.0,14401.0,90502.0,0.00354,243.5,email_campaign,2471615.64,3549777.25
2018-10-12,3801607.19,3093283.75,708323.44,18.63,4,0,10,285,18202.0,13618.0,64683.0,0.0033,137.8,social_media,2659716.89,3546242.22
2018-10-13,3486645.25,2756384.22,730261.03,20.94,5,1,10,286,19872.0,15725.0,80948.0,0.00442,131.6,direct,2849611.13,3555851.73
2018-10-14,3516624.21,2744217.98,772406.23,21.96,6,1,10,287,20239.0,14377.0,69632.0,0.00438,200.6,email_campaign,2956640.92,3547742.1
2018-10-15,3593428.63,2809961.8,783466.83,21.8,0,0,10,288,17769.0,13147.0,75308.0,0.00481,233.4,social_media,3030607.76,3561426.17
2018-10-16,4126610.48,3221862.51,904747.97,21.92,1,0,10,289,19688.0,14863.0,91384.0,0.00362,108.0,social_media,3224664.48,3548517.25
2018-10-17,2193280.79,1721100.93,472179.86,21.53,2,0,10,290,19552.0,14296.0,99335.0,0.0037,240.5,organic_search,3286695.98,3498825.43
2018-10-18,2364712.74,1825738.91,538973.83,22.79,3,0,10,291,19459.0,14580.0,100285.0,0.00469,250.1,paid_search,3297558.47,3460607.53
2018-10-19,2753648.17,2191447.61,562200.56,20.42,4,0,10,292,20461.0,14643.0,94374.0,0.0047,177.2,organic_search,3147850.04,3445606.75
2018-10-20,3067392.26,2428564.0,638828.26,20.83,5,1,10,293,18986.0,13449.0,102852.0,0.00465,200.6,paid_search,3087956.75,3448936.31
2018-10-21,2965006.46,2322786.28,642220.18,21.66,6,1,10,294,16474.0,13416.0,72338.0,0.00505,168.9,organic_search,3009154.22,3434721.83
2018-10-22,3760345.32,3093167.35,667177.97,17.74,0,0,10,295,16423.0,12464.0,56130.0,0.00535,265.1,organic_search,3032999.46,3457801.89
2018-10-23,3210408.93,2590626.71,619782.22,19.31,1,0,10,296,18758.0,14397.0,102111.0,0.00516,260.6,direct,2902113.52,3401731.99
2018-10-24,2388950.39,1810211.59,578738.8,24.23,2,0,10,297,19856.0,16190.0,91843.0,0.00573,262.3,social_media,2930066.32,3317479.25
2018-10-25,2281239.32,1789602.98,491636.34,21.55,3,0,10,298,20502.0,15589.0,76666.0,0.00381,269.5,organic_search,2918141.55,3265709.74
2018-10-26,2925667.62,2326884.75,598782.87,20.47,4,0,10,299,20468.0,16548.0,96900.0,0.0053,180.3,referral,2942715.76,3205640.91
2018-10-27,3517566.83,2788248.35,729318.48,20.73,5,1,10,300,17633.0,14288.0,87551.0,0.00355,240.0,social_media,3007026.41,3135920.05
2018-10-28,5148086.02,4236118.44,911967.58,17.71,6,1,10,301,18790.0,14337.0,74564.0,0.00374,265.4,organic_search,3318894.92,3133457.93
2018-10-29,6121160.36,4854267.79,1266892.57,20.7,0,0,10,302,16800.0,12522.0,83164.0,0.00475,118.8,referral,3656154.21,3167834.23
2018-10-30,5647021.76,4534254.48,1112767.28,19.71,1,0,10,303,20762.0,15120.0,98114.0,0.00388,247.9,organic_search,4004241.76,3174828.89
2018-10-31,5340696.76,4313400.22,1027296.54,19.24,2,0,10,304,18241.0,13224.0,62125.0,0.00501,104.5,email_campaign,4425919.81,3194779.39
2018-11-01,4100504.23,3207191.36,893312.87,21.79,3,0,11,305,15431.0,12049.0,57107.0,0.0042,230.1,organic_search,4685814.8,3271221.27
2018-11-02,1332091.2,973346.43,358744.77,26.93,4,0,11,306,13047.0,9573.0,43887.0,0.00564,127.6,email_campaign,4458161.02,3255677.27
2018-11-03,1775113.55,1429465.35,345648.2,19.47,5,1,11,307,14646.0,11622.0,77355.0,0.00537,293.0,organic_search,4209239.13,3223970.6
2018-11-04,2595301.17,2110463.11,484838.06,18.68,6,1,11,308,16325.0,12263.0,85351.0,0.00457,314.8,paid_search,3844555.58,3227650.69
2018-11-05,2667990.75,2059523.3,608467.45,22.81,0,0,11,309,13853.0,9904.0,50174.0,0.00508,160.2,paid_search,3351245.63,3244670.86
2018-11-06,2019349.93,1662050.67,357299.26,17.69,1,0,11,310,15092.0,12371.0,58135.0,0.00427,308.8,email_campaign,2833006.8,3219735.34
2018-11-07,2141247.67,1769789.01,371458.66,17.35,2,0,11,311,16607.0,12795.0,90142.0,0.00418,105.6,social_media,2375942.64,3188588.23
2018-11-08,1913450.02,1511722.76,401727.26,20.99,3,0,11,312,17730.0,13648.0,64345.0,0.00345,112.3,direct,2063506.33,3160096.12
2018-11-09,2619129.29,2039164.75,579964.54,22.14,4,0,11,313,14879.0,12155.0,53499.0,0.00527,155.6,direct,2247368.91,3188765.09
2018-11-10,2402388.27,1910373.68,492014.59,20.48,5,1,11,314,15586.0,11264.0,81426.0,0.00494,278.0,social_media,2336979.59,3192555.52
2018-11-11,3568388.14,2844379.91,724008.23,20.29,6,1,11,315,18244.0,14668.0,98163.0,0.00532,291.4,email_campaign,2475992.01,3184781.55
2018-11-12,2517159.72,2054634.4,462525.32,18.37,0,0,11,316,15697.0,11542.0,78287.0,0.00575,129.6,social_media,2454444.72,3152465.37
2018-11-13,1925203.6,1550255.36,374948.24,19.48,1,0,11,317,15702.0,11307.0,84018.0,0.00447,179.5,organic_search,2440995.24,3099418.01
2018-11-14,1687382.45,1226935.5,460446.95,27.29,2,0,11,318,16436.0,12825.0,87206.0,0.00487,198.1,social_media,2376157.36,3035883.14
2018-11-15,2055680.2,1571568.0,484112.2,23.55,3,0,11,319,14003.0,10197.0,49244.0,0.00433,199.7,referral,2396475.95,2966852.13
2018-11-16,2040967.69,1635316.04,405651.65,19.88,4,0,11,320,15836.0,11472.0,82918.0,0.00438,235.5,email_campaign,2313881.44,2961775.03
2018-11-17,2025956.74,1601361.16,424595.58,20.96,5,1,11,321,15104.0,12205.0,57142.0,0.00538,198.1,email_campaign,2260105.51,2950483.16
2018-11-18,3630560.3,3005034.69,625525.61,17.23,6,1,11,322,15009.0,11168.0,79389.0,0.0047,278.3,organic_search,2268987.24,2979713.56
2018-11-19,2171786.9,1822847.47,348939.43,16.07,0,0,11,323,15077.0,12273.0,60967.0,0.00549,123.6,social_media,2219648.27,2949860.05
2018-11-20,2495899.61,2196442.6,299457.01,12.0,1,0,11,324,17846.0,14400.0,87533.0,0.0045,182.0,email_campaign,2301176.27,2934223.16
2018-11-21,1870994.01,1826252.29,44741.72,2.39,2,0,11,325,15276.0,12136.0,79255.0,0.00536,156.9,social_media,2327406.49,2871244.78
2018-11-22,1690197.81,1647708.27,42489.54,2.51,3,0,11,326,15961.0,11888.0,67405.0,0.00503,136.9,direct,2275194.72,2820571.08
2018-11-23,1647035.11,1656826.5,-9791.39,-0.59,4,0,11,327,17599.0,14309.0,82555.0,0.0037,273.5,social_media,2218918.64,2795840.57
2018-11-24,1991985.26,1889498.02,102487.24,5.14,5,1,11,328,17089.0,12539.0,58015.0,0.0052,175.8,email_campaign,2214065.57,2786198.77
2018-11-25,2085511.05,2029509.86,56001.19,2.69,6,1,11,329,17558.0,12870.0,90020.0,0.00326,123.7,referral,1993344.25,2758193.55
2018-11-26,2543960.96,2433523.18,110437.78,4.34,0,0,11,330,15157.0,11521.0,51414.0,0.00441,229.9,paid_search,2046511.97,2725740.02
2018-11-27,2369522.33,2218838.51,150683.82,6.36,1,0,11,331,15933.0,11620.0,54362.0,0.00523,255.0,social_media,2028458.08,2633121.23
2018-11-28,1733474.59,1753556.92,-20082.33,-1.16,2,0,11,332,15834.0,12045.0,51498.0,0.00481,273.9,direct,2008812.44,2486865.04
2018-11-29,2226459.09,2127649.92,98809.17,4.44,3,0,11,333,17179.0,13078.0,82000.0,0.00436,117.9,social_media,2085421.2,2372846.28
2018-11-30,2058963.14,2054767.53,4195.61,0.2,4,0,11,334,15350.0,12215.0,73651.0,0.00536,188.3,direct,2144268.06,2263455.16
2018-12-01,1216044.13,1211686.23,4357.9,0.36,5,1,12,335,18574.0,14254.0,99528.0,0.00366,118.0,email_campaign,2033419.33,2167306.49
2018-12-02,977052.29,950959.05,26093.24,2.67,6,1,12,336,19511.0,14644.0,80313.0,0.00511,238.7,email_campaign,1875068.08,2155471.86
2018-12-03,1855981.25,1750191.91,105789.34,5.7,0,0,12,337,15506.0,11009.0,64657.0,0.00522,233.4,organic_search,1776785.26,2158167.45
2018-12-04,1606060.57,1508604.3,97456.27,6.07,1,0,12,338,17005.0,13022.0,74402.0,0.00571,290.5,organic_search,1667719.29,2125192.76
2018-12-05,1085024.44,1036671.25,48353.19,4.46,2,0,12,339,16108.0,12734.0,75172.0,0.00359,178.1,social_media,1575083.56,2072427.22
2018-12-06,942014.91,946159.68,-4144.77,-0.44,3,0,12,340,18794.0,13315.0,64401.0,0.00434,244.9,organic_search,1391591.53,2036516.05
